Số báo danh,Mã tỉnh,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,Tin học,CN Công nghiệp,CN Nông nghiệp,GD Kinh tế và Pháp luật,Tổng điểm
1015379,HÀ NỘI,9.0,8.5,,,9.5,8.75,,,,,,,27.25
1015383,HÀ NỘI,9.0,8.0,,,8.75,8.25,,,,,,,26.0
1015385,HÀ NỘI,8.5,8.75,,,10.0,9.0,,,,,,,27.5
1015387,HÀ NỘI,5.0,7.5,,,6.75,6.5,,,,,,,18.25
1015388,HÀ NỘI,6.6,8.75,,,8.0,7.75,,,,,,,22.35
1015395,HÀ NỘI,7.75,8.75,,,10.0,8.75,,,,,,,26.5
1015397,HÀ NỘI,9.5,7.75,,,10.0,9.5,,,,,,,29.0
1015402,HÀ NỘI,7.6,8.0,,,9.5,8.0,,,,,,,25.1
1015403,HÀ NỘI,7.5,8.0,,,7.25,9.5,,,,,,,24.25
1015406,HÀ NỘI,8.25,7.5,,,9.5,8.75,,,,,,,26.5
1015412,HÀ NỘI,6.5,8.75,,,4.85,5.0,,,,,,,16.35
1015413,HÀ NỘI,5.75,9.0,,,5.35,5.5,,,,,,,16.6
1015414,HÀ NỘI,9.0,9.0,,,8.75,8.0,,,,,,,25.75
1015415,HÀ NỘI,8.25,9.5,,,9.25,9.25,,,,,,,26.75
1015423,HÀ NỘI,5.35,7.5,,,5.75,7.75,,,,,,,18.85
1015430,HÀ NỘI,9.0,8.0,,,9.5,8.75,,,,,,,27.25
1015444,HÀ NỘI,7.5,8.75,,,7.25,9.25,,,,,,,24.0
1015445,HÀ NỘI,7.0,8.75,,,7.0,6.25,,,,,,,20.25
1015448,HÀ NỘI,7.0,9.0,,,8.5,8.25,,,,,,,23.75
1015449,HÀ NỘI,4.75,7.75,,,4.75,5.25,,,,,,,14.75
1015452,HÀ NỘI,8.5,9.25,,,8.5,8.75,,,,,,,25.75
1015459,HÀ NỘI,7.5,7.5,,,9.5,8.25,,,,,,,25.25
1015460,HÀ NỘI,5.75,7.5,,,5.85,7.25,,,,,,,18.85
1015461,HÀ NỘI,7.0,7.0,,,8.5,7.75,,,,,,,23.25
1015462,HÀ NỘI,9.0,8.5,,,9.5,9.0,,,,,,,27.5
1015469,HÀ NỘI,7.75,9.0,,,9.0,8.0,,,,,,,24.75
1015475,HÀ NỘI,8.25,4.75,,,9.5,8.0,,,,,,,25.75
1015479,HÀ NỘI,8.0,9.25,,,9.0,8.5,,,,,,,25.5
1015482,HÀ NỘI,7.5,8.0,,,8.5,8.5,,,,,,,24.5
1015483,HÀ NỘI,8.5,8.25,,,8.75,7.75,,,,,,,25.0
1015485,HÀ NỘI,7.0,9.0,,,5.0,6.25,,,,,,,18.25
1015489,HÀ NỘI,6.0,8.5,,,4.2,5.35,,,,,,,15.549999999999999
1015490,HÀ NỘI,5.0,5.75,,,6.1,6.25,,,,,,,17.35
1015493,HÀ NỘI,9.0,8.0,,,9.0,7.5,,,,,,,25.5
1015495,HÀ NỘI,5.1,8.25,,,6.0,5.25,,,,,,,16.35
1015496,HÀ NỘI,5.7,8.25,,,5.25,7.6,,,,,,,18.549999999999997
1015497,HÀ NỘI,6.0,7.25,,,6.5,6.75,,,,,,,19.25
1015498,HÀ NỘI,7.0,8.5,,,6.25,8.5,,,,,,,21.75
1015500,HÀ NỘI,7.75,8.5,,,9.75,8.75,,,,,,,26.25
1015501,HÀ NỘI,4.25,6.75,,,3.35,3.6,,,,,,,11.2
1015503,HÀ NỘI,7.5,7.0,,,7.0,7.0,,,,,,,21.5
1015507,HÀ NỘI,6.25,8.25,,,7.5,8.5,,,,,,,22.25
1015509,HÀ NỘI,8.25,7.75,,,9.75,8.25,,,,,,,26.25
1015511,HÀ NỘI,7.5,8.25,,,8.5,9.0,,,,,,,25.0
1015516,HÀ NỘI,8.25,7.5,,,8.25,7.75,,,,,,,24.25
1015517,HÀ NỘI,7.35,7.5,,,8.25,9.0,,,,,,,24.6
1015518,HÀ NỘI,8.5,7.0,,,10.0,8.5,,,,,,,27.0
1015520,HÀ NỘI,9.5,8.75,,,9.0,8.0,,,,,,,26.5
1015524,HÀ NỘI,9.5,8.5,,,10.0,9.25,,,,,,,28.75
1015532,HÀ NỘI,6.75,8.5,,,6.0,7.0,,,,,,,19.75
1015536,HÀ NỘI,7.5,9.0,,,9.0,8.75,,,,,,,25.25
1015549,HÀ NỘI,8.0,7.25,,,5.1,6.5,,,,,,,19.6
1015555,HÀ NỘI,7.0,9.25,,,7.5,8.0,,,,,,,22.5
1015556,HÀ NỘI,6.75,8.5,,,9.25,8.0,,,,,,,24.0
1015591,HÀ NỘI,6.25,7.25,,,6.25,6.1,,,,,,,18.6
1015596,HÀ NỘI,6.75,7.75,,,6.6,7.0,,,,,,,20.35
1015598,HÀ NỘI,5.85,7.25,,,8.75,6.75,,,,,,,21.35
1015626,HÀ NỘI,8.0,7.5,,,8.5,9.0,,,,,,,25.5
1015656,HÀ NỘI,8.0,7.75,,,8.25,9.0,,,,,,,25.25
1015695,HÀ NỘI,8.75,7.75,,,9.75,8.5,,,,,,,27.0
1015728,HÀ NỘI,9.0,8.5,,,8.0,9.0,,,,,,,26.0
1015729,HÀ NỘI,8.25,7.25,,,9.25,7.75,,,,,,,25.25
1015735,HÀ NỘI,9.0,9.0,,,9.5,9.5,,,,,,,28.0
1015747,HÀ NỘI,9.0,7.75,,,9.25,7.75,,,,,,,26.0
1015773,HÀ NỘI,7.0,9.25,,,8.25,8.25,,,,,,,23.5
1015779,HÀ NỘI,7.25,9.25,,,7.0,8.5,,,,,,,22.75
1015837,HÀ NỘI,9.5,8.25,,,9.0,8.0,,,,,,,26.5
1015861,HÀ NỘI,7.0,7.75,,,8.25,7.5,,,,,,,22.75
1015863,HÀ NỘI,8.25,8.5,,,9.75,9.5,,,,,,,27.5
1015868,HÀ NỘI,7.5,8.5,,,7.75,7.0,,,,,,,22.25
1015875,HÀ NỘI,9.0,,,,9.25,8.25,,,,,,,26.5
1015949,HÀ NỘI,8.5,5.0,,,8.75,6.85,,,,,,,24.1
1019302,HÀ NỘI,8.0,8.5,,,9.5,9.0,,,,,,,26.5
1019303,HÀ NỘI,8.0,7.75,,,6.25,7.25,,,,,,,21.5
1019304,HÀ NỘI,8.25,7.5,,,8.5,7.25,,,,,,,24.0
1019305,HÀ NỘI,9.0,8.5,,,9.75,9.25,,,,,,,28.0
1019306,HÀ NỘI,7.25,8.75,,,4.75,6.85,,,,,,,18.85
1019307,HÀ NỘI,7.5,8.5,,,6.0,5.6,,,,,,,19.1
1019308,HÀ NỘI,4.75,7.75,,,3.75,5.85,,,,,,,14.35
1019309,HÀ NỘI,8.0,8.5,,,7.5,8.0,,,,,,,23.5
1019310,HÀ NỘI,7.25,8.5,,,6.75,6.35,,,,,,,20.35
1019311,HÀ NỘI,7.0,7.5,,,9.0,6.85,,,,,,,22.85
1019313,HÀ NỘI,6.75,6.5,,,8.25,6.5,,,,,,,21.5
1019314,HÀ NỘI,9.0,8.25,,,9.25,8.75,,,,,,,27.0
1019315,HÀ NỘI,7.0,9.0,,,6.35,4.95,,,,,,,18.3
1019316,HÀ NỘI,7.0,9.25,,,8.5,8.25,,,,,,,23.75
1019317,HÀ NỘI,4.85,8.75,,,5.5,7.75,,,,,,,18.1
1019318,HÀ NỘI,7.75,8.0,,,8.5,8.25,,,,,,,24.5
1019321,HÀ NỘI,9.0,7.5,,,9.5,9.25,,,,,,,27.75
1019323,HÀ NỘI,9.0,6.0,,,9.0,8.5,,,,,,,26.5
1019325,HÀ NỘI,7.5,6.75,,,6.75,6.5,,,,,,,20.75
1019326,HÀ NỘI,9.0,6.0,,,9.75,7.25,,,,,,,26.0
1019327,HÀ NỘI,6.0,6.5,,,4.6,7.0,,,,,,,17.6
1019328,HÀ NỘI,9.0,8.0,,,9.5,8.5,,,,,,,27.0
1019329,HÀ NỘI,9.0,5.75,,,9.5,8.25,,,,,,,26.75
1019330,HÀ NỘI,7.0,8.5,,,9.0,6.0,,,,,,,22.0
1019331,HÀ NỘI,8.5,8.0,,,9.25,7.0,,,,,,,24.75
1019332,HÀ NỘI,7.25,7.25,,,9.25,7.25,,,,,,,23.75
1019333,HÀ NỘI,8.5,8.0,,,9.75,8.25,,,,,,,26.5
1019334,HÀ NỘI,6.5,8.5,,,8.5,8.0,,,,,,,23.0
1019335,HÀ NỘI,7.75,7.75,,,8.0,8.5,,,,,,,24.25
1019338,HÀ NỘI,6.6,9.0,,,7.75,9.0,,,,,,,23.35
1019339,HÀ NỘI,7.25,8.0,,,8.0,6.6,,,,,,,21.85
1019340,HÀ NỘI,7.5,5.25,,,8.5,8.0,,,,,,,24.0
1019342,HÀ NỘI,9.0,7.0,,,9.75,7.0,,,,,,,25.75
1019344,HÀ NỘI,8.5,8.5,,,9.5,7.0,,,,,,,25.0
1019346,HÀ NỘI,8.25,8.25,,,6.5,8.25,,,,,,,23.0
1019347,HÀ NỘI,6.5,7.75,,,4.7,6.1,,,,,,,17.299999999999997
1019353,HÀ NỘI,4.1,7.0,,,5.35,5.75,,,,,,,15.2
1019354,HÀ NỘI,9.0,7.75,,,9.0,8.0,,,,,,,26.0
1019355,HÀ NỘI,10.0,8.0,,,9.75,8.5,,,,,,,28.25
1019356,HÀ NỘI,8.5,9.0,,,9.5,9.0,,,,,,,27.0
1019359,HÀ NỘI,5.75,7.5,,,5.0,5.75,,,,,,,16.5
1019360,HÀ NỘI,6.75,8.75,,,9.5,8.75,,,,,,,25.0
1019362,HÀ NỘI,7.5,8.0,,,8.5,8.5,,,,,,,24.5
1019366,HÀ NỘI,7.0,8.5,,,9.0,7.25,,,,,,,23.25
1019367,HÀ NỘI,8.25,9.25,,,8.5,8.75,,,,,,,25.5
1019368,HÀ NỘI,7.5,8.75,,,8.0,8.25,,,,,,,23.75
1019369,HÀ NỘI,8.75,8.75,,,9.75,8.5,,,,,,,27.0
1019370,HÀ NỘI,8.0,9.0,,,7.5,7.5,,,,,,,23.0
1019371,HÀ NỘI,8.25,8.25,,,8.5,8.75,,,,,,,25.5
1019372,HÀ NỘI,5.1,8.0,,,4.0,5.7,,,,,,,14.8
1019373,HÀ NỘI,7.75,7.25,,,9.0,8.6,,,,,,,25.35
1019374,HÀ NỘI,7.25,8.75,,,8.25,8.5,,,,,,,24.0
1019375,HÀ NỘI,6.0,8.75,,,7.75,9.0,,,,,,,22.75
1019376,HÀ NỘI,5.5,7.75,,,4.6,5.25,,,,,,,15.35
1019377,HÀ NỘI,4.0,8.5,,,3.35,3.1,,,,,,,10.45
1019378,HÀ NỘI,7.75,8.5,,,5.0,6.35,,,,,,,19.1
1019379,HÀ NỘI,9.0,8.5,,,8.5,8.0,,,,,,,25.5
1019380,HÀ NỘI,7.0,8.75,,,8.5,9.0,,,,,,,24.5
1019381,HÀ NỘI,8.0,7.75,,,9.25,8.5,,,,,,,25.75
1019382,HÀ NỘI,7.75,8.25,,,9.75,8.5,,,,,,,26.0
1019384,HÀ NỘI,7.5,7.25,,,7.75,8.0,,,,,,,23.25
1019393,HÀ NỘI,8.25,8.5,,,8.75,7.75,,,,,,,24.75
1019394,HÀ NỘI,7.75,9.0,,,8.5,7.75,,,,,,,24.0
1019395,HÀ NỘI,8.0,9.0,,,8.75,9.25,,,,,,,26.0
1019396,HÀ NỘI,9.5,8.0,,,9.75,8.5,,,,,,,27.75
1019397,HÀ NỘI,7.75,7.5,,,7.0,7.5,,,,,,,22.25
1019398,HÀ NỘI,4.75,8.25,,,7.75,8.0,,,,,,,20.5
1019405,HÀ NỘI,5.35,6.75,,,7.25,6.75,,,,,,,19.35
1019422,HÀ NỘI,7.75,8.25,,,8.0,7.75,,,,,,,23.5
1019434,HÀ NỘI,9.0,9.0,,,9.25,8.75,,,,,,,27.0
1019435,HÀ NỘI,7.5,8.0,,,8.0,7.75,,,,,,,23.25
1019437,HÀ NỘI,6.75,7.25,,,8.75,8.25,,,,,,,23.75
1019440,HÀ NỘI,6.5,8.5,,,5.85,8.0,,,,,,,20.35
1019442,HÀ NỘI,8.5,8.5,,,9.0,9.25,,,,,,,26.75
1019446,HÀ NỘI,5.5,8.0,,,7.0,9.75,,,,,,,22.25
1019447,HÀ NỘI,9.5,8.5,,,9.5,9.75,,,,,,,28.75
1019453,HÀ NỘI,5.25,8.5,,,7.0,7.75,,,,,,,20.0
1019454,HÀ NỘI,6.25,8.5,,,6.0,6.6,,,,,,,18.85
1019459,HÀ NỘI,5.85,7.25,,,5.75,6.5,,,,,,,18.1
1019466,HÀ NỘI,9.0,7.75,,,7.75,8.75,,,,,,,25.5
1019472,HÀ NỘI,8.0,8.5,,,7.75,7.5,,,,,,,23.25
1019473,HÀ NỘI,8.5,7.5,,,6.5,8.75,,,,,,,23.75
1019474,HÀ NỘI,6.6,8.0,,,7.25,6.25,,,,,,,20.1
1019476,HÀ NỘI,8.5,8.0,,,9.75,8.5,,,,,,,26.75
1019478,HÀ NỘI,5.5,7.25,,,7.0,6.6,,,,,,,19.1
1019483,HÀ NỘI,9.0,8.25,,,9.0,8.75,,,,,,,26.75
1019485,HÀ NỘI,9.0,7.25,,,9.5,9.5,,,,,,,28.0
1019486,HÀ NỘI,9.0,8.0,,,9.5,7.25,,,,,,,25.75
1019489,HÀ NỘI,5.6,7.25,,,7.5,6.6,,,,,,,19.7
1019494,HÀ NỘI,8.5,9.0,,,8.0,8.0,,,,,,,24.5
1019495,HÀ NỘI,6.25,8.5,,,5.85,5.6,,,,,,,17.7
1019500,HÀ NỘI,8.25,8.75,,,8.5,8.0,,,,,,,24.75
1019502,HÀ NỘI,8.0,8.5,,,9.0,8.0,,,,,,,25.0
1019503,HÀ NỘI,6.1,7.5,,,9.0,8.5,,,,,,,23.6
1019504,HÀ NỘI,7.5,8.0,,,5.75,7.75,,,,,,,21.0
1019505,HÀ NỘI,8.0,8.5,,,6.5,7.25,,,,,,,21.75
1019506,HÀ NỘI,9.0,7.5,,,8.5,9.0,,,,,,,26.5
1019507,HÀ NỘI,9.5,9.0,,,9.5,9.25,,,,,,,28.25
1019509,HÀ NỘI,6.0,8.5,,,6.5,5.6,,,,,,,18.1
1019512,HÀ NỘI,9.5,8.75,,,9.25,8.5,,,,,,,27.25
1019520,HÀ NỘI,6.5,9.0,,,7.5,8.35,,,,,,,22.35
1019521,HÀ NỘI,7.0,7.5,,,7.25,8.5,,,,,,,22.75
1019526,HÀ NỘI,8.5,8.25,,,9.0,8.0,,,,,,,25.5
1019531,HÀ NỘI,8.5,7.5,,,8.75,9.5,,,,,,,26.75
1019532,HÀ NỘI,7.25,8.75,,,7.25,7.5,,,,,,,22.0
1019533,HÀ NỘI,7.25,8.75,,,9.0,8.0,,,,,,,24.25
1019538,HÀ NỘI,6.5,5.5,,,7.5,8.0,,,,,,,22.0
1019542,HÀ NỘI,7.75,8.0,,,8.75,7.5,,,,,,,24.0
1019548,HÀ NỘI,9.5,8.0,,,10.0,8.1,,,,,,,27.6
1019550,HÀ NỘI,7.5,7.5,,,9.25,8.25,,,,,,,25.0
1019551,HÀ NỘI,6.5,8.75,,,9.25,9.0,,,,,,,24.75
1019559,HÀ NỘI,4.85,7.5,,,3.75,3.7,,,,,,,12.3
1019560,HÀ NỘI,6.5,7.75,,,8.0,7.5,,,,,,,22.0
1019573,HÀ NỘI,7.0,8.0,,,8.25,8.5,,,,,,,23.75
1019583,HÀ NỘI,4.85,8.5,,,5.0,5.35,,,,,,,15.2
1019586,HÀ NỘI,7.5,7.75,,,7.25,8.1,,,,,,,22.85
1019587,HÀ NỘI,8.5,9.0,,,9.75,8.75,,,,,,,27.0
1019588,HÀ NỘI,8.5,7.25,,,9.5,8.0,,,,,,,26.0
1019593,HÀ NỘI,7.25,7.5,,,7.75,6.5,,,,,,,21.5
1019598,HÀ NỘI,8.5,8.25,,,9.0,8.25,,,,,,,25.75
1019599,HÀ NỘI,8.5,8.5,,,9.25,8.25,,,,,,,26.0
1019600,HÀ NỘI,7.0,8.5,,,9.0,7.25,,,,,,,23.25
1019601,HÀ NỘI,6.5,7.25,,,5.75,6.35,,,,,,,18.6
1019602,HÀ NỘI,7.75,7.75,,,9.25,8.25,,,,,,,25.25
1019603,HÀ NỘI,9.0,7.75,,,9.25,7.25,,,,,,,25.5
1019608,HÀ NỘI,6.25,7.0,,,7.0,7.5,,,,,,,20.75
1019611,HÀ NỘI,4.0,7.25,,,6.25,6.85,,,,,,,17.1
1019613,HÀ NỘI,3.85,7.0,,,4.85,3.7,,,,,,,12.399999999999999
1019615,HÀ NỘI,6.75,8.75,,,6.5,7.0,,,,,,,20.25
1019617,HÀ NỘI,7.25,8.25,,,5.6,8.0,,,,,,,20.85
1019669,HÀ NỘI,9.0,7.75,,,8.75,8.25,,,,,,,26.0
1019671,HÀ NỘI,7.0,8.25,,,7.5,7.0,,,,,,,21.5
1019672,HÀ NỘI,6.1,7.75,,,9.0,9.25,,,,,,,24.35
1019673,HÀ NỘI,7.5,7.0,,,6.75,6.35,,,,,,,20.6
1019679,HÀ NỘI,9.0,8.25,,,9.75,8.25,,,,,,,27.0
1019681,HÀ NỘI,7.5,8.25,,,8.5,6.35,,,,,,,22.35
1019682,HÀ NỘI,8.5,8.5,,,8.25,8.0,,,,,,,24.75
1019683,HÀ NỘI,8.75,8.5,,,10.0,9.5,,,,,,,28.25
1019694,HÀ NỘI,6.0,8.0,,,6.5,6.25,,,,,,,18.75
1019696,HÀ NỘI,9.0,7.5,,,9.25,8.5,,,,,,,26.75
1019698,HÀ NỘI,9.5,7.0,,,9.5,8.25,,,,,,,27.25
1019699,HÀ NỘI,10.0,6.25,,,9.75,9.25,,,,,,,29.0
1019733,HÀ NỘI,9.0,8.0,,,9.25,7.1,,,,,,,25.35
1019734,HÀ NỘI,9.5,8.25,,,9.75,9.25,,,,,,,28.5
1019735,HÀ NỘI,5.75,8.5,,,4.35,4.6,,,,,,,14.7
1019736,HÀ NỘI,7.6,8.0,,,6.75,6.75,,,,,,,21.1
1019737,HÀ NỘI,5.0,8.0,,,5.25,6.25,,,,,,,16.5
1019738,HÀ NỘI,6.25,8.75,,,7.0,8.25,,,,,,,21.5
1019757,HÀ NỘI,8.5,7.5,,,9.5,9.0,,,,,,,27.0
1019758,HÀ NỘI,9.0,8.0,,,9.25,8.0,,,,,,,26.25
1019759,HÀ NỘI,4.35,8.75,,,3.85,6.25,,,,,,,14.45
1019760,HÀ NỘI,6.0,7.5,,,6.25,7.75,,,,,,,20.0
1019761,HÀ NỘI,8.5,8.5,,,7.75,9.25,,,,,,,25.5
1019762,HÀ NỘI,6.75,8.0,,,9.25,6.75,,,,,,,22.75
1019763,HÀ NỘI,9.0,8.5,,,9.75,9.5,,,,,,,28.25
1019764,HÀ NỘI,8.0,9.5,,,8.25,7.1,,,,,,,23.35
1019765,HÀ NỘI,8.5,8.75,,,8.0,8.5,,,,,,,25.0
1019766,HÀ NỘI,7.0,8.25,,,8.5,7.25,,,,,,,22.75
1019767,HÀ NỘI,7.0,8.25,,,7.0,9.5,,,,,,,23.5
1019768,HÀ NỘI,9.0,8.0,,,10.0,8.1,,,,,,,27.1
1019770,HÀ NỘI,6.5,7.0,,,6.5,7.5,,,,,,,20.5
1019775,HÀ NỘI,6.0,8.25,,,8.75,8.75,,,,,,,23.5
1019777,HÀ NỘI,8.5,7.75,,,7.5,7.25,,,,,,,23.25
1019778,HÀ NỘI,5.5,7.5,,,6.0,8.5,,,,,,,20.0
1019782,HÀ NỘI,6.1,8.0,,,8.5,9.25,,,,,,,23.85
1019783,HÀ NỘI,7.75,6.5,,,8.0,7.0,,,,,,,22.75
1019786,HÀ NỘI,8.5,7.75,,,9.75,8.75,,,,,,,27.0
1019795,HÀ NỘI,5.0,7.0,,,6.75,6.1,,,,,,,17.85
1019796,HÀ NỘI,7.75,8.25,,,9.75,8.25,,,,,,,25.75
1019808,HÀ NỘI,8.5,8.75,,,8.75,9.0,,,,,,,26.25
1019809,HÀ NỘI,8.0,8.75,,,9.5,8.5,,,,,,,26.0
1019810,HÀ NỘI,8.5,8.75,,,10.0,9.5,,,,,,,28.0
1019811,HÀ NỘI,8.5,8.25,,,9.25,9.5,,,,,,,27.25
1019814,HÀ NỘI,6.5,8.25,,,7.25,7.25,,,,,,,21.0
1019825,HÀ NỘI,9.5,8.5,,,9.0,9.5,,,,,,,28.0
1019827,HÀ NỘI,7.0,7.75,,,8.75,7.0,,,,,,,22.75
1019829,HÀ NỘI,7.75,8.25,,,7.0,8.5,,,,,,,23.25
1019940,HÀ NỘI,7.25,,,,5.0,4.6,,,,,,,16.85
1020264,HÀ NỘI,7.0,,,,8.5,6.6,,,,,,,22.1
1020282,HÀ NỘI,4.0,6.75,,,2.35,3.5,,,,,,,9.85
1020440,HÀ NỘI,5.5,5.0,,,2.75,5.0,,,,,,,13.25
1020500,HÀ NỘI,6.75,,,,7.0,7.75,,,,,,,21.5
1020604,HÀ NỘI,3.25,4.5,,,2.35,4.35,,,,,,,9.95
1020619,HÀ NỘI,3.6,7.0,,,3.5,3.85,,,,,,,10.95
1020642,HÀ NỘI,4.35,7.75,,,3.75,5.0,,,,,,,13.1
1020643,HÀ NỘI,5.6,7.75,,,5.5,7.25,,,,,,,18.35
1021954,HÀ NỘI,8.0,7.75,,,8.25,8.0,,,,,,,24.25
1021958,HÀ NỘI,7.25,4.75,,,9.25,9.75,,,,,,,26.25
1021983,HÀ NỘI,3.0,8.5,,,4.5,6.5,,,,,,,14.0
1022034,HÀ NỘI,8.5,9.25,,,8.25,8.5,,,,,,,25.25
1022038,HÀ NỘI,7.25,6.25,,,6.75,7.75,,,,,,,21.75
1022043,HÀ NỘI,7.75,9.25,,,8.25,7.25,,,,,,,23.25
1022046,HÀ NỘI,8.0,8.5,,,7.0,7.75,,,,,,,22.75
1022047,HÀ NỘI,8.25,7.5,,,9.25,8.25,,,,,,,25.75
1022048,HÀ NỘI,8.5,8.0,,,7.5,8.5,,,,,,,24.5
1022051,HÀ NỘI,8.5,6.25,,,8.25,7.25,,,,,,,24.0
1022053,HÀ NỘI,7.25,8.5,,,9.5,8.5,,,,,,,25.25
1022064,HÀ NỘI,8.5,7.75,,,9.5,8.25,,,,,,,26.25
1022068,HÀ NỘI,7.0,8.75,,,9.5,6.5,,,,,,,23.0
1022071,HÀ NỘI,9.5,8.5,,,10.0,8.75,,,,,,,28.25
1022072,HÀ NỘI,8.5,9.25,,,9.75,9.0,,,,,,,27.25
1022073,HÀ NỘI,9.5,8.75,,,9.5,9.0,,,,,,,28.0
1022076,HÀ NỘI,7.5,8.5,,,8.0,7.75,,,,,,,23.25
1022077,HÀ NỘI,8.0,8.75,,,7.5,6.85,,,,,,,22.35
1022078,HÀ NỘI,9.0,7.5,,,9.75,8.25,,,,,,,27.0
1022082,HÀ NỘI,8.5,8.75,,,9.75,8.5,,,,,,,26.75
1022085,HÀ NỘI,7.5,7.5,,,7.25,8.5,,,,,,,23.25
1027052,HÀ NỘI,6.75,,,,7.75,8.0,,,,,,,22.5
1027066,HÀ NỘI,4.5,7.5,,,3.95,5.35,,,,,,,13.799999999999999
1027068,HÀ NỘI,5.0,8.25,,,5.75,6.85,,,,,,,17.6
1027076,HÀ NỘI,6.75,6.25,,,6.75,5.75,,,,,,,19.25
1027119,HÀ NỘI,8.0,,,,8.75,9.0,,,,,,,25.75
1027123,HÀ NỘI,5.5,,,,6.75,7.1,,,,,,,19.35
1027169,HÀ NỘI,3.75,,,,4.85,4.2,,,,,,,12.8
1027218,HÀ NỘI,4.85,,,,2.95,5.25,,,,,,,13.05
1027306,HÀ NỘI,8.5,,,,9.25,8.5,,,,,,,26.25
1027395,HÀ NỘI,6.6,6.0,,,7.5,4.85,,,,,,,18.95
1027423,HÀ NỘI,5.35,,,,5.35,7.5,,,,,,,18.2
1027441,HÀ NỘI,6.0,,,,6.0,7.0,,,,,,,19.0
1027468,HÀ NỘI,9.5,8.0,,,9.25,9.5,,,,,,,28.25
1027471,HÀ NỘI,8.75,8.5,,,7.5,8.25,,,,,,,24.5
1027475,HÀ NỘI,7.0,8.0,,,8.0,7.0,,,,,,,22.0
1027477,HÀ NỘI,9.0,7.0,,,9.75,9.5,,,,,,,28.25
1027479,HÀ NỘI,6.0,7.5,,,7.0,6.75,,,,,,,19.75
1027483,HÀ NỘI,7.25,5.5,,,9.25,8.5,,,,,,,25.0
1027499,HÀ NỘI,8.5,8.5,,,9.25,8.0,,,,,,,25.75
1027501,HÀ NỘI,4.75,6.75,,,7.25,8.0,,,,,,,20.0
1027502,HÀ NỘI,6.0,8.25,,,5.75,6.75,,,,,,,18.5
1027503,HÀ NỘI,9.0,8.75,,,9.75,10.0,,,,,,,28.75
1027508,HÀ NỘI,8.75,7.75,,,7.5,7.25,,,,,,,23.5
1027509,HÀ NỘI,7.75,7.0,,,4.75,7.6,,,,,,,20.1
1027511,HÀ NỘI,5.75,8.25,,,3.75,5.45,,,,,,,14.95
1027513,HÀ NỘI,5.6,7.75,,,6.0,6.5,,,,,,,18.1
1027519,HÀ NỘI,8.0,7.75,,,7.5,5.5,,,,,,,21.0
1027520,HÀ NỘI,6.35,6.25,,,6.5,8.25,,,,,,,21.1
1027521,HÀ NỘI,6.0,8.5,,,7.5,8.5,,,,,,,22.0
1027525,HÀ NỘI,5.1,7.25,,,6.1,4.35,,,,,,,15.549999999999999
1027532,HÀ NỘI,6.5,8.0,,,7.5,9.75,,,,,,,23.75
1027533,HÀ NỘI,8.5,6.25,,,9.5,9.5,,,,,,,27.5
1027534,HÀ NỘI,7.25,6.75,,,7.5,9.5,,,,,,,24.25
1027540,HÀ NỘI,7.5,6.5,,,7.25,9.0,,,,,,,23.75
1027541,HÀ NỘI,8.0,7.0,,,7.75,7.75,,,,,,,23.5
1027546,HÀ NỘI,8.0,9.0,,,7.75,7.0,,,,,,,22.75
1027548,HÀ NỘI,8.5,8.25,,,10.0,9.0,,,,,,,27.5
1027550,HÀ NỘI,5.5,7.0,,,5.1,5.85,,,,,,,16.45
1027552,HÀ NỘI,8.5,7.0,,,7.75,9.0,,,,,,,25.25
1027553,HÀ NỘI,2.25,5.75,,,3.7,3.85,,,,,,,9.8
1027556,HÀ NỘI,7.5,7.5,,,8.75,8.0,,,,,,,24.25
1027560,HÀ NỘI,6.0,5.75,,,7.75,5.85,,,,,,,19.6
1027562,HÀ NỘI,7.0,7.75,,,9.75,8.25,,,,,,,25.0
1027563,HÀ NỘI,6.25,8.5,,,7.0,7.5,,,,,,,20.75
1027573,HÀ NỘI,6.5,8.25,,,4.75,5.25,,,,,,,16.5
1027574,HÀ NỘI,3.95,7.25,,,4.0,4.85,,,,,,,12.8
1027579,HÀ NỘI,8.25,8.25,,,9.25,8.75,,,,,,,26.25
1027581,HÀ NỘI,7.0,6.25,,,5.75,5.25,,,,,,,18.0
1027582,HÀ NỘI,6.1,6.25,,,6.0,4.85,,,,,,,16.95
1027585,HÀ NỘI,9.0,8.0,,,10.0,9.5,,,,,,,28.5
1027586,HÀ NỘI,8.25,8.0,,,10.0,9.25,,,,,,,27.5
1027587,HÀ NỘI,10.0,7.0,,,9.5,9.5,,,,,,,29.0
1027589,HÀ NỘI,5.75,8.75,,,6.75,5.5,,,,,,,18.0
1027591,HÀ NỘI,4.85,6.75,,,4.25,5.25,,,,,,,14.35
1027592,HÀ NỘI,8.0,8.5,,,7.75,7.5,,,,,,,23.25
1027594,HÀ NỘI,8.0,6.25,,,8.5,9.0,,,,,,,25.5
1027595,HÀ NỘI,7.25,8.0,,,7.25,6.0,,,,,,,20.5
1027596,HÀ NỘI,6.25,8.0,,,7.0,8.5,,,,,,,21.75
1027597,HÀ NỘI,6.5,8.25,,,7.5,8.25,,,,,,,22.25
